repo,owner,name,treatment,repetition,order_index,timestamp,status_code,ok,elapsed_ms,size_bytes,error
excalidraw/excalidraw,excalidraw,excalidraw,REST,3,614,2026-06-26T15:41:13.724312+00:00,200,True,735.5897999996159,6614,
shadcn-ui/ui,shadcn-ui,ui,REST,2,615,2026-06-26T15:41:14.823521+00:00,200,True,766.1180000000058,6240,
excalidraw/excalidraw,excalidraw,excalidraw,GraphQL,5,616,2026-06-26T15:41:16.026569+00:00,200,True,802.9464999999618,423,
mattpocock/skills,mattpocock,skills,GraphQL,3,617,2026-06-26T15:41:17.238898+00:00,200,True,857.0576000001893,415,
jackfrued/Python-100-Days,jackfrued,Python-100-Days,REST,3,618,2026-06-26T15:41:18.342591+00:00,200,True,771.2033999996493,5492,
521xueweihan/HelloGitHub,521xueweihan,HelloGitHub,GraphQL,5,619,2026-06-26T15:41:19.612362+00:00,200,True,878.2547999999224,472,
massgravel/Microsoft-Activation-Scripts,massgravel,Microsoft-Activation-Scripts,GraphQL,2,620,2026-06-26T15:41:20.815373+00:00,200,True,856.4516999999796,545,
yt-dlp/yt-dlp,yt-dlp,yt-dlp,GraphQL,5,621,2026-06-26T15:41:21.974627+00:00,200,True,789.4526000000042,406,
EbookFoundation/free-programming-books,EbookFoundation,free-programming-books,REST,2,622,2026-06-26T15:41:23.058933+00:00,200,True,776.5188000003036,7504,
github/gitignore,github,gitignore,GraphQL,2,623,2026-06-26T15:41:24.139007+00:00,200,True,791.7139999999563,408,
garrytan/gstack,garrytan,gstack,REST,1,624,2026-06-26T15:41:25.356421+00:00,200,True,746.1301000003004,5232,
anthropics/skills,anthropics,skills,GraphQL,1,625,2026-06-26T15:41:26.473468+00:00,200,True,825.2144000002772,372,
ollama/ollama,ollama,ollama,GraphQL,3,626,2026-06-26T15:41:27.575127+00:00,200,True,828.0894999998054,449,
anthropics/claude-code,anthropics,claude-code,REST,1,627,2026-06-26T15:41:31.005350+00:00,200,True,2952.9536000000007,6841,
tensorflow/tensorflow,tensorflow,tensorflow,GraphQL,5,628,2026-06-26T15:41:32.380297+00:00,200,True,874.7490000000653,420,
NousResearch/hermes-agent,NousResearch,hermes-agent,GraphQL,3,629,2026-06-26T15:41:33.705245+00:00,200,True,850.841500000115,393,
donnemartin/system-design-primer,donnemartin,system-design-primer,REST,5,630,2026-06-26T15:41:34.913040+00:00,200,True,748.511199999939,6148,
huggingface/transformers,huggingface,transformers,GraphQL,1,631,2026-06-26T15:41:36.041805+00:00,200,True,773.1774999997469,546,
krahets/hello-algo,krahets,hello-algo,REST,5,632,2026-06-26T15:41:37.225220+00:00,200,True,790.2571999998145,5577,
avelino/awesome-go,avelino,awesome-go,REST,5,633,2026-06-26T15:41:38.313268+00:00,200,True,745.6641999997373,5378,
excalidraw/excalidraw,excalidraw,excalidraw,REST,2,634,2026-06-26T15:41:39.468690+00:00,200,True,773.3493000000635,6614,
fatedier/frp,fatedier,frp,REST,1,635,2026-06-26T15:41:40.679740+00:00,200,True,788.5866999999962,5187,
golang/go,golang,go,GraphQL,2,636,2026-06-26T15:41:41.846809+00:00,200,True,768.2928999997785,406,
donnemartin/system-design-primer,donnemartin,system-design-primer,REST,3,637,2026-06-26T15:41:42.948691+00:00,200,True,754.4573000000128,6148,
NousResearch/hermes-agent,NousResearch,hermes-agent,REST,4,638,2026-06-26T15:41:44.112712+00:00,200,True,804.3926000000283,6841,
flutter/flutter,flutter,flutter,GraphQL,2,639,2026-06-26T15:41:45.260480+00:00,200,True,875.8514999999534,464,
Genymobile/scrcpy,Genymobile,scrcpy,GraphQL,5,640,2026-06-26T15:41:46.272480+00:00,200,True,808.0622000002222,400,
shadcn-ui/ui,shadcn-ui,ui,GraphQL,5,641,2026-06-26T15:41:47.511997+00:00,200,True,787.9972000000635,501,
vuejs/vue,vuejs,vue,REST,5,642,2026-06-26T15:41:48.594016+00:00,200,True,808.919799999785,5927,
github/spec-kit,github,spec-kit,GraphQL,3,643,2026-06-26T15:41:49.826103+00:00,200,True,776.9432000000052,418,
electron/electron,electron,electron,REST,5,644,2026-06-26T15:41:50.879185+00:00,200,True,821.8741999999111,6542,
trimstray/the-book-of-secret-knowledge,trimstray,the-book-of-secret-knowledge,REST,4,645,2026-06-26T15:41:51.986873+00:00,200,True,763.6231000001317,6460,
microsoft/TypeScript,microsoft,TypeScript,GraphQL,5,646,2026-06-26T15:41:53.175716+00:00,200,True,821.3350000000901,451,
ripienaar/free-for-dev,ripienaar,free-for-dev,GraphQL,4,647,2026-06-26T15:41:54.338431+00:00,200,True,805.648999999903,436,
getify/You-Dont-Know-JS,getify,You-Dont-Know-JS,GraphQL,2,648,2026-06-26T15:41:55.510527+00:00,200,True,759.7141000001102,399,
trimstray/the-book-of-secret-knowledge,trimstray,the-book-of-secret-knowledge,GraphQL,3,649,2026-06-26T15:41:56.672829+00:00,200,True,837.7220000002126,468,
n8n-io/n8n,n8n-io,n8n,GraphQL,3,650,2026-06-26T15:41:57.907497+00:00,200,True,797.1714000000247,497,
torvalds/linux,torvalds,linux,GraphQL,2,651,2026-06-26T15:41:59.037549+00:00,200,True,844.7795000001861,366,
DigitalPlatDev/FreeDomain,DigitalPlatDev,FreeDomain,GraphQL,3,652,2026-06-26T15:42:00.083885+00:00,200,True,805.5010000002767,433,
vercel/next.js,vercel,next.js,REST,3,653,2026-06-26T15:42:01.266881+00:00,200,True,832.1368000001712,6237,
Shubhamsaboo/awesome-llm-apps,Shubhamsaboo,awesome-llm-apps,GraphQL,5,654,2026-06-26T15:42:02.440536+00:00,200,True,807.6439000001301,446,
sindresorhus/awesome,sindresorhus,awesome,GraphQL,1,655,2026-06-26T15:42:03.558357+00:00,200,True,778.120299999955,426,
labuladong/fucking-algorithm,labuladong,fucking-algorithm,REST,2,656,2026-06-26T15:42:04.695372+00:00,200,True,765.3199999999742,5806,
github/spec-kit,github,spec-kit,REST,4,657,2026-06-26T15:42:05.946509+00:00,200,True,863.67539999992,6456,
twbs/bootstrap,twbs,bootstrap,GraphQL,4,658,2026-06-26T15:42:07.028906+00:00,200,True,842.283800000132,463,
DigitalPlatDev/FreeDomain,DigitalPlatDev,FreeDomain,GraphQL,1,659,2026-06-26T15:42:08.076764+00:00,200,True,841.4887999997518,433,
justjavac/free-programming-books-zh_CN,justjavac,free-programming-books-zh_CN,REST,4,660,2026-06-26T15:42:09.320316+00:00,200,True,759.4162999998844,6378,
Genymobile/scrcpy,Genymobile,scrcpy,REST,2,661,2026-06-26T15:42:10.475972+00:00,200,True,803.63030000035,6394,
mrdoob/three.js,mrdoob,three.js,GraphQL,2,662,2026-06-26T15:42:11.875851+00:00,200,True,1130.5513000002065,379,
microsoft/TypeScript,microsoft,TypeScript,REST,5,663,2026-06-26T15:42:12.950266+00:00,200,True,825.6174000002829,6745,
ripienaar/free-for-dev,ripienaar,free-for-dev,REST,1,664,2026-06-26T15:42:13.934338+00:00,200,True,759.2113999999128,5457,
jwasham/coding-interview-university,jwasham,coding-interview-university,REST,3,665,2026-06-26T15:42:14.936082+00:00,200,True,760.3445000004285,6337,
garrytan/gstack,garrytan,gstack,REST,5,666,2026-06-26T15:42:16.150165+00:00,200,True,741.5842999998858,5232,
yt-dlp/yt-dlp,yt-dlp,yt-dlp,REST,2,667,2026-06-26T15:42:17.212827+00:00,200,True,782.2015000001556,6181,
affaan-m/ECC,affaan-m,ECC,GraphQL,1,668,2026-06-26T15:42:18.267459+00:00,200,True,775.1020999999128,525,
golang/go,golang,go,GraphQL,4,669,2026-06-26T15:42:19.351718+00:00,200,True,822.8812000002108,406,
affaan-m/ECC,affaan-m,ECC,REST,4,670,2026-06-26T15:42:20.348430+00:00,200,True,735.3008000000045,5239,
excalidraw/excalidraw,excalidraw,excalidraw,GraphQL,4,671,2026-06-26T15:42:21.428776+00:00,200,True,832.4566999999661,423,
excalidraw/excalidraw,excalidraw,excalidraw,REST,1,672,2026-06-26T15:42:22.701466+00:00,200,True,782.0958000002065,6614,
jackfrued/Python-100-Days,jackfrued,Python-100-Days,GraphQL,2,673,2026-06-26T15:42:23.951412+00:00,200,True,822.644500000024,391,
sindresorhus/awesome,sindresorhus,awesome,GraphQL,5,674,2026-06-26T15:42:25.173543+00:00,200,True,804.6866999998201,426,
TheAlgorithms/Python,TheAlgorithms,Python,GraphQL,4,675,2026-06-26T15:42:26.384676+00:00,200,True,841.1787000000004,397,
openclaw/openclaw,openclaw,openclaw,GraphQL,3,676,2026-06-26T15:42:27.619356+00:00,200,True,810.9764999999243,431,
msitarzewski/agency-agents,msitarzewski,agency-agents,GraphQL,4,677,2026-06-26T15:42:28.711642+00:00,200,True,779.4045000000551,585,
microsoft/TypeScript,microsoft,TypeScript,GraphQL,1,678,2026-06-26T15:42:29.720087+00:00,200,True,782.0682999999917,451,
golang/go,golang,go,REST,4,679,2026-06-26T15:42:30.846403+00:00,200,True,815.2125999999953,6103,
twbs/bootstrap,twbs,bootstrap,REST,2,680,2026-06-26T15:42:32.044779+00:00,200,True,781.9345000002613,6183,
yangshun/tech-interview-handbook,yangshun,tech-interview-handbook,REST,1,681,2026-06-26T15:42:33.095571+00:00,200,True,780.3176000002168,6194,
shadcn-ui/ui,shadcn-ui,ui,GraphQL,2,682,2026-06-26T15:42:34.095517+00:00,200,True,779.5780999999806,501,
2dust/v2rayN,2dust,v2rayN,GraphQL,1,683,2026-06-26T15:42:35.201322+00:00,200,True,783.0241000001479,445,
shadcn-ui/ui,shadcn-ui,ui,REST,4,684,2026-06-26T15:42:36.467274+00:00,200,True,792.500299999574,6240,
vuejs/vue,vuejs,vue,REST,3,685,2026-06-26T15:42:37.653420+00:00,200,True,790.6355000000076,5927,
microsoft/markitdown,microsoft,markitdown,GraphQL,3,686,2026-06-26T15:42:38.837886+00:00,200,True,769.5574000003944,424,
521xueweihan/HelloGitHub,521xueweihan,HelloGitHub,REST,4,687,2026-06-26T15:42:40.066959+00:00,200,True,764.1865999999027,5624,
996icu/996.ICU,996icu,996.ICU,GraphQL,2,688,2026-06-26T15:42:41.344537+00:00,200,True,818.5809999999947,422,
Genymobile/scrcpy,Genymobile,scrcpy,REST,3,689,2026-06-26T15:42:42.578922+00:00,200,True,793.6849000002439,6394,
iptv-org/iptv,iptv-org,iptv,REST,3,690,2026-06-26T15:42:43.767021+00:00,200,True,770.8419999999023,6197,
NousResearch/hermes-agent,NousResearch,hermes-agent,GraphQL,2,691,2026-06-26T15:42:44.914346+00:00,200,True,865.2848000001541,393,
anthropics/skills,anthropics,skills,REST,5,692,2026-06-26T15:42:45.997297+00:00,200,True,816.9311000001471,6386,
anomalyco/opencode,anomalyco,opencode,REST,4,693,2026-06-26T15:42:47.201884+00:00,200,True,782.3978999999781,6317,
garrytan/gstack,garrytan,gstack,REST,4,694,2026-06-26T15:42:48.343283+00:00,200,True,783.7967999998909,5232,
open-webui/open-webui,open-webui,open-webui,REST,1,695,2026-06-26T15:42:49.338571+00:00,200,True,786.0770000002049,6568,
papers-we-love/papers-we-love,papers-we-love,papers-we-love,REST,4,696,2026-06-26T15:42:50.498874+00:00,200,True,766.4317000003393,6923,
labuladong/fucking-algorithm,labuladong,fucking-algorithm,REST,3,697,2026-06-26T15:42:51.605702+00:00,200,True,757.0112000003064,5806,
EbookFoundation/free-programming-books,EbookFoundation,free-programming-books,REST,1,698,2026-06-26T15:42:52.683558+00:00,200,True,830.2789000003941,7504,
airbnb/javascript,airbnb,javascript,GraphQL,3,699,2026-06-26T15:42:53.864398+00:00,200,True,901.020900000276,384,
react/react-native,react,react-native,REST,3,700,2026-06-26T15:42:54.908549+00:00,200,True,810.3047999998125,6368,
practical-tutorials/project-based-learning,practical-tutorials,project-based-learning,REST,5,701,2026-06-26T15:42:56.187902+00:00,200,True,837.4340000000302,7697,
obra/superpowers,obra,superpowers,REST,1,702,2026-06-26T15:42:57.352923+00:00,200,True,828.5903999999391,5254,
f/prompts.chat,f,prompts.chat,REST,5,703,2026-06-26T15:42:58.382245+00:00,200,True,764.3904999999904,5347,
2dust/v2rayN,2dust,v2rayN,REST,1,704,2026-06-26T15:42:59.457640+00:00,200,True,753.6833999997725,5175,
airbnb/javascript,airbnb,javascript,GraphQL,2,705,2026-06-26T15:43:00.695620+00:00,200,True,874.3226999999933,384,
rustdesk/rustdesk,rustdesk,rustdesk,GraphQL,1,706,2026-06-26T15:43:01.801359+00:00,200,True,889.0838000002077,482,
ggml-org/llama.cpp,ggml-org,llama.cpp,GraphQL,3,707,2026-06-26T15:43:02.912211+00:00,200,True,805.2151000001686,377,
ollama/ollama,ollama,ollama,GraphQL,2,708,2026-06-26T15:43:03.916873+00:00,200,True,760.729000000083,449,
yangshun/tech-interview-handbook,yangshun,tech-interview-handbook,GraphQL,4,709,2026-06-26T15:43:05.050059+00:00,200,True,793.3805000002394,448,
massgravel/Microsoft-Activation-Scripts,massgravel,Microsoft-Activation-Scripts,GraphQL,1,710,2026-06-26T15:43:06.299780+00:00,200,True,798.2649000000492,545,
n8n-io/n8n,n8n-io,n8n,REST,1,711,2026-06-26T15:43:07.296833+00:00,200,True,788.7673000000177,6247,
clash-verge-rev/clash-verge-rev,clash-verge-rev,clash-verge-rev,GraphQL,3,712,2026-06-26T15:43:08.401297+00:00,200,True,771.7674000000443,500,
vercel/next.js,vercel,next.js,GraphQL,4,713,2026-06-26T15:43:09.652154+00:00,200,True,791.2854000001062,379,
obra/superpowers,obra,superpowers,GraphQL,3,714,2026-06-26T15:43:10.739767+00:00,200,True,764.3245999997816,427,
flutter/flutter,flutter,flutter,REST,1,715,2026-06-26T15:43:11.882166+00:00,200,True,849.3055999997523,6633,
public-apis/public-apis,public-apis,public-apis,REST,5,716,2026-06-26T15:43:13.040794+00:00,200,True,799.7606999997515,6803,
anthropics/claude-code,anthropics,claude-code,GraphQL,4,717,2026-06-26T15:43:14.359600+00:00,200,True,905.5456999999478,583,
kubernetes/kubernetes,kubernetes,kubernetes,GraphQL,4,718,2026-06-26T15:43:15.644824+00:00,200,True,843.6971999999514,418,
massgravel/Microsoft-Activation-Scripts,massgravel,Microsoft-Activation-Scripts,REST,5,719,2026-06-26T15:43:16.907490+00:00,200,True,787.5063999999838,7601,
ytdl-org/youtube-dl,ytdl-org,youtube-dl,GraphQL,2,720,2026-06-26T15:43:18.245958+00:00,200,True,862.97790000026,441,
multica-ai/andrej-karpathy-skills,multica-ai,andrej-karpathy-skills,REST,1,721,2026-06-26T15:43:19.242989+00:00,200,True,771.3668000001235,6910,
open-webui/open-webui,open-webui,open-webui,REST,5,722,2026-06-26T15:43:20.250785+00:00,200,True,775.4551000002721,6568,
nilbuild/developer-roadmap,nilbuild,developer-roadmap,GraphQL,2,723,2026-06-26T15:43:21.387500+00:00,200,True,910.4232999998203,464,
n8n-io/n8n,n8n-io,n8n,GraphQL,2,724,2026-06-26T15:43:22.572994+00:00,200,True,784.731599999759,497,
microsoft/TypeScript,microsoft,TypeScript,REST,3,725,2026-06-26T15:43:23.730552+00:00,200,True,830.2840000001197,6745,
microsoft/PowerToys,microsoft,PowerToys,REST,1,726,2026-06-26T15:43:24.822991+00:00,200,True,831.5551999999116,6782,
GrowingGit/GitHub-Chinese-Top-Charts,GrowingGit,GitHub-Chinese-Top-Charts,GraphQL,4,727,2026-06-26T15:43:25.879522+00:00,200,True,794.5362999998906,503,
electron/electron,electron,electron,GraphQL,1,728,2026-06-26T15:43:26.989825+00:00,200,True,849.1299000002073,428,
DigitalPlatDev/FreeDomain,DigitalPlatDev,FreeDomain,REST,2,729,2026-06-26T15:43:28.219741+00:00,200,True,809.6310999999332,6844,
krahets/hello-algo,krahets,hello-algo,GraphQL,2,730,2026-06-26T15:43:29.288967+00:00,200,True,854.9358000000211,566,
Significant-Gravitas/AutoGPT,Significant-Gravitas,AutoGPT,GraphQL,5,731,2026-06-26T15:43:30.364437+00:00,200,True,866.403900000023,515,
denoland/deno,denoland,deno,GraphQL,5,732,2026-06-26T15:43:31.777346+00:00,200,True,1063.296199999968,397,
ultraworkers/claw-code,ultraworkers,claw-code,GraphQL,4,733,2026-06-26T15:43:32.989403+00:00,200,True,861.2122999998064,489,
yt-dlp/yt-dlp,yt-dlp,yt-dlp,REST,1,734,2026-06-26T15:43:34.116719+00:00,200,True,784.8657000004096,6181,
denoland/deno,denoland,deno,REST,4,735,2026-06-26T15:43:35.178298+00:00,200,True,826.5065000000504,6139,
labuladong/fucking-algorithm,labuladong,fucking-algorithm,REST,1,736,2026-06-26T15:43:36.296385+00:00,200,True,754.0245000000141,5806,
trimstray/the-book-of-secret-knowledge,trimstray,the-book-of-secret-knowledge,GraphQL,4,737,2026-06-26T15:43:37.578866+00:00,200,True,818.1543999999121,468,
ohmyzsh/ohmyzsh,ohmyzsh,ohmyzsh,REST,5,738,2026-06-26T15:43:38.693566+00:00,200,True,800.6767000001673,6639,
langchain-ai/langchain,langchain-ai,langchain,GraphQL,3,739,2026-06-26T15:43:39.835429+00:00,200,True,805.0158999999439,393,
open-webui/open-webui,open-webui,open-webui,GraphQL,2,740,2026-06-26T15:43:41.056630+00:00,200,True,834.9002999998447,414,
EbookFoundation/free-programming-books,EbookFoundation,free-programming-books,GraphQL,3,741,2026-06-26T15:43:42.380447+00:00,200,True,839.1636000001199,453,
GrowingGit/GitHub-Chinese-Top-Charts,GrowingGit,GitHub-Chinese-Top-Charts,GraphQL,1,742,2026-06-26T15:43:43.682768+00:00,200,True,865.4034999999567,503,
Chalarangelo/30-seconds-of-code,Chalarangelo,30-seconds-of-code,REST,3,743,2026-06-26T15:43:44.843783+00:00,200,True,800.4209000000628,6152,
tensorflow/tensorflow,tensorflow,tensorflow,REST,5,744,2026-06-26T15:43:46.322581+00:00,200,True,1254.074799999671,6800,
Genymobile/scrcpy,Genymobile,scrcpy,GraphQL,1,745,2026-06-26T15:43:47.628940+00:00,200,True,808.205899999848,400,
vuejs/vue,vuejs,vue,GraphQL,2,746,2026-06-26T15:43:48.997757+00:00,200,True,969.601799999964,426,
trekhleb/javascript-algorithms,trekhleb,javascript-algorithms,GraphQL,5,747,2026-06-26T15:43:50.076323+00:00,200,True,793.4987000003275,484,
Snailclimb/JavaGuide,Snailclimb,JavaGuide,REST,3,748,2026-06-26T15:43:51.256256+00:00,200,True,720.2194999999847,5673,
msitarzewski/agency-agents,msitarzewski,agency-agents,REST,2,749,2026-06-26T15:43:52.288096+00:00,200,True,676.7018999998982,5840,
awesome-selfhosted/awesome-selfhosted,awesome-selfhosted,awesome-selfhosted,REST,4,750,2026-06-26T15:43:53.287155+00:00,200,True,742.1067000000221,7536,
Shubhamsaboo/awesome-llm-apps,Shubhamsaboo,awesome-llm-apps,GraphQL,4,751,2026-06-26T15:43:54.448132+00:00,200,True,795.916600000055,446,
NousResearch/hermes-agent,NousResearch,hermes-agent,REST,3,752,2026-06-26T15:43:55.684798+00:00,200,True,808.9113999999427,6841,
affaan-m/ECC,affaan-m,ECC,GraphQL,2,753,2026-06-26T15:43:56.767412+00:00,200,True,787.5727999999071,525,
firecrawl/firecrawl,firecrawl,firecrawl,GraphQL,1,754,2026-06-26T15:43:57.798903+00:00,200,True,748.2865000001766,453,
krahets/hello-algo,krahets,hello-algo,REST,2,755,2026-06-26T15:43:59.187995+00:00,200,True,935.2773000000525,5577,
microsoft/vscode,microsoft,vscode,REST,4,756,2026-06-26T15:44:00.322645+00:00,200,True,810.2982999998858,6495,
anthropics/claude-code,anthropics,claude-code,REST,2,757,2026-06-26T15:44:01.478198+00:00,200,True,795.5717999998342,6841,
EbookFoundation/free-programming-books,EbookFoundation,free-programming-books,GraphQL,4,758,2026-06-26T15:44:02.532503+00:00,200,True,785.6010000000424,453,
torvalds/linux,torvalds,linux,GraphQL,4,759,2026-06-26T15:44:03.665986+00:00,200,True,797.3669000002701,366,
avelino/awesome-go,avelino,awesome-go,REST,3,760,2026-06-26T15:44:04.694552+00:00,200,True,714.9162999999135,5378,
EbookFoundation/free-programming-books,EbookFoundation,free-programming-books,GraphQL,1,761,2026-06-26T15:44:05.997031+00:00,200,True,831.3352000000123,453,
x1xhlol/system-prompts-and-models-of-ai-tools,x1xhlol,system-prompts-and-models-of-ai-tools,GraphQL,4,762,2026-06-26T15:44:07.104008+00:00,200,True,752.567199999703,718,
microsoft/markitdown,microsoft,markitdown,GraphQL,2,763,2026-06-26T15:44:08.172314+00:00,200,True,836.1979999999676,424,
langgenius/dify,langgenius,dify,REST,1,764,2026-06-26T15:44:09.428778+00:00,200,True,776.2499000000389,6369,
CyC2018/CS-Notes,CyC2018,CS-Notes,REST,5,765,2026-06-26T15:44:10.566964+00:00,200,True,735.8515000000807,5243,
huggingface/transformers,huggingface,transformers,REST,4,766,2026-06-26T15:44:11.648019+00:00,200,True,774.6550000001662,7081,
ytdl-org/youtube-dl,ytdl-org,youtube-dl,GraphQL,1,767,2026-06-26T15:44:12.754450+00:00,200,True,810.6364999998732,441,
practical-tutorials/project-based-learning,practical-tutorials,project-based-learning,REST,2,768,2026-06-26T15:44:13.763696+00:00,200,True,748.5231000000567,7697,
yt-dlp/yt-dlp,yt-dlp,yt-dlp,GraphQL,3,769,2026-06-26T15:44:14.952307+00:00,200,True,778.8160000000062,406,
tensorflow/tensorflow,tensorflow,tensorflow,REST,3,770,2026-06-26T15:44:16.108296+00:00,200,True,802.66279999978,6800,
f/prompts.chat,f,prompts.chat,GraphQL,4,771,2026-06-26T15:44:17.209016+00:00,200,True,756.2245999997685,512,
Shubhamsaboo/awesome-llm-apps,Shubhamsaboo,awesome-llm-apps,REST,3,772,2026-06-26T15:44:18.117922+00:00,200,True,704.4031000000359,5911,
Hack-with-Github/Awesome-Hacking,Hack-with-Github,Awesome-Hacking,GraphQL,2,773,2026-06-26T15:44:19.272470+00:00,200,True,790.0642000004154,469,
langgenius/dify,langgenius,dify,REST,3,774,2026-06-26T15:44:20.473950+00:00,200,True,766.3760000000366,6369,
justjavac/free-programming-books-zh_CN,justjavac,free-programming-books-zh_CN,GraphQL,2,775,2026-06-26T15:44:21.769165+00:00,200,True,804.4930000000932,444,
mrdoob/three.js,mrdoob,three.js,REST,3,776,2026-06-26T15:44:22.884102+00:00,200,True,710.0150000001122,5248,
rustdesk/rustdesk,rustdesk,rustdesk,REST,3,777,2026-06-26T15:44:23.830116+00:00,200,True,715.4433999999128,5552,
TheAlgorithms/Python,TheAlgorithms,Python,REST,2,778,2026-06-26T15:44:25.003365+00:00,200,True,758.590699999786,6733,
sindresorhus/awesome,sindresorhus,awesome,REST,3,779,2026-06-26T15:44:26.224728+00:00,200,True,932.0425999999316,5517,
Shubhamsaboo/awesome-llm-apps,Shubhamsaboo,awesome-llm-apps,REST,5,780,2026-06-26T15:44:27.181810+00:00,200,True,754.4182999999975,5911,
donnemartin/system-design-primer,donnemartin,system-design-primer,GraphQL,4,781,2026-06-26T15:44:28.510174+00:00,200,True,907.4558999996043,472,
public-apis/public-apis,public-apis,public-apis,GraphQL,3,782,2026-06-26T15:44:29.770126+00:00,200,True,906.9174999999632,393,
Genymobile/scrcpy,Genymobile,scrcpy,REST,5,783,2026-06-26T15:44:30.901339+00:00,200,True,879.4618000001719,6394,
rustdesk/rustdesk,rustdesk,rustdesk,GraphQL,2,784,2026-06-26T15:44:32.074453+00:00,200,True,848.7660000000687,482,
electron/electron,electron,electron,REST,4,785,2026-06-26T15:44:33.335071+00:00,200,True,838.3291999998619,6542,
AUTOMATIC1111/stable-diffusion-webui,AUTOMATIC1111,stable-diffusion-webui,REST,2,786,2026-06-26T15:44:34.396924+00:00,200,True,834.7086999997373,6325,
ohmyzsh/ohmyzsh,ohmyzsh,ohmyzsh,REST,1,787,2026-06-26T15:44:35.672801+00:00,200,True,945.457400000123,6639,
public-apis/public-apis,public-apis,public-apis,GraphQL,1,788,2026-06-26T15:44:36.985737+00:00,200,True,862.4325000000681,393,
x1xhlol/system-prompts-and-models-of-ai-tools,x1xhlol,system-prompts-and-models-of-ai-tools,GraphQL,3,789,2026-06-26T15:44:38.286023+00:00,200,True,804.9019000000044,718,
langgenius/dify,langgenius,dify,REST,5,790,2026-06-26T15:44:39.383056+00:00,200,True,760.2407999997922,6369,
obra/superpowers,obra,superpowers,REST,5,791,2026-06-26T15:44:40.662144+00:00,200,True,804.919400000017,5254,
react/react,react,react,GraphQL,4,792,2026-06-26T15:44:41.996621+00:00,200,True,899.4959999999992,401,
CyC2018/CS-Notes,CyC2018,CS-Notes,GraphQL,5,793,2026-06-26T15:44:43.196994+00:00,200,True,788.5346000002755,432,
shadcn-ui/ui,shadcn-ui,ui,REST,5,794,2026-06-26T15:44:44.321552+00:00,200,True,801.9604000000982,6240,
mattpocock/skills,mattpocock,skills,REST,1,795,2026-06-26T15:44:45.481775+00:00,200,True,748.2577000000674,5278,
affaan-m/ECC,affaan-m,ECC,REST,3,796,2026-06-26T15:44:46.591935+00:00,200,True,779.3725999999879,5239,
GrowingGit/GitHub-Chinese-Top-Charts,GrowingGit,GitHub-Chinese-Top-Charts,REST,1,797,2026-06-26T15:44:47.734119+00:00,200,True,755.2697999999509,6168,
996icu/996.ICU,996icu,996.ICU,GraphQL,5,798,2026-06-26T15:44:48.881807+00:00,200,True,921.1081999997077,422,
labuladong/fucking-algorithm,labuladong,fucking-algorithm,GraphQL,2,799,2026-06-26T15:44:50.163441+00:00,200,True,846.6702000000623,395,
jackfrued/Python-100-Days,jackfrued,Python-100-Days,REST,5,800,2026-06-26T15:44:51.368530+00:00,200,True,884.4248000000334,5492,
axios/axios,axios,axios,REST,2,801,2026-06-26T15:44:52.676763+00:00,200,True,876.6703000001144,6023,
justjavac/free-programming-books-zh_CN,justjavac,free-programming-books-zh_CN,REST,2,802,2026-06-26T15:44:53.931426+00:00,200,True,841.2162999998145,6378,
huggingface/transformers,huggingface,transformers,REST,5,803,2026-06-26T15:44:55.423953+00:00,200,True,1068.0161999998745,7081,
tauri-apps/tauri,tauri-apps,tauri,REST,2,804,2026-06-26T15:44:56.520937+00:00,200,True,836.3380999999208,6440,
practical-tutorials/project-based-learning,practical-tutorials,project-based-learning,REST,1,805,2026-06-26T15:44:57.891817+00:00,200,True,924.3760999997903,7697,
awesome-selfhosted/awesome-selfhosted,awesome-selfhosted,awesome-selfhosted,REST,5,806,2026-06-26T15:44:59.322805+00:00,200,True,966.7404000001625,7536,
farion1231/cc-switch,farion1231,cc-switch,GraphQL,1,807,2026-06-26T15:45:00.636275+00:00,200,True,930.4245999996965,507,
Significant-Gravitas/AutoGPT,Significant-Gravitas,AutoGPT,REST,2,808,2026-06-26T15:45:01.779639+00:00,200,True,888.6097999998128,7184,
mrdoob/three.js,mrdoob,three.js,GraphQL,4,809,2026-06-26T15:45:02.917779+00:00,200,True,792.3469000002115,379,
twbs/bootstrap,twbs,bootstrap,REST,5,810,2026-06-26T15:45:04.013726+00:00,200,True,832.4316999996881,6183,
anthropics/skills,anthropics,skills,REST,3,811,2026-06-26T15:45:05.445463+00:00,200,True,932.4259999998503,6386,
EbookFoundation/free-programming-books,EbookFoundation,free-programming-books,GraphQL,2,812,2026-06-26T15:45:06.781728+00:00,200,True,915.0654999998551,453,
Chalarangelo/30-seconds-of-code,Chalarangelo,30-seconds-of-code,GraphQL,3,813,2026-06-26T15:45:08.096243+00:00,200,True,884.4368999998551,460,
Significant-Gravitas/AutoGPT,Significant-Gravitas,AutoGPT,GraphQL,3,814,2026-06-26T15:45:09.249635+00:00,200,True,909.250300000167,515,
tensorflow/tensorflow,tensorflow,tensorflow,GraphQL,2,815,2026-06-26T15:45:10.541396+00:00,200,True,902.3273999996491,420,
jackfrued/Python-100-Days,jackfrued,Python-100-Days,GraphQL,4,816,2026-06-26T15:45:11.952995+00:00,200,True,925.0510000001668,391,
nodejs/node,nodejs,node,REST,5,817,2026-06-26T15:45:13.103486+00:00,200,True,872.6298999999926,6015,
